SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,S,AFT
52.48,25.73,8.27,4.93,1.48,0.33,0.81,4.15,0.99,0.41,0.37,1490
53.12,30.00,6.77,1.60,2.13,0.39,0.17,2.75,1.15,0.88,0.36,1370
39.19,12.18,12.84,22.24,5.37,1.54,0.62,4.52,0.75,0.44,0.12,1320
54.50,24.24,6.70,5.62,1.52,0.77,0.41,4.26,0.70,0.28,0.49,1420
39.25,12.70,11.81,22.11,4.38,1.37,0.43,6.24,0.56,0.35,0.12,1300
37.86,12.66,12.87,22.20,5.44,1.55,0.57,5.19,0.79,0.41,0.12,1270
37.71,12.49,12.68,22.39,5.49,1.40,0.63,5.46,0.83,0.38,0.12,1270
55.16,26.51,6.12,4.67,1.43,0.54,0.73,2.88,1.02,0.34,0.48,1470
39.48,12.86,12.08,22.38,5.24,1.57,0.43,4.18,0.75,0.45,0.10,1270
45.38,28.40,6.94,6.10,4.76,1.08,0.37,4.50,1.04,0.38,0.40,1460
36.65,12.80,12.01,22.48,5.35,1.51,0.55,6.85,0.76,0.62,0.12,1300
37.92,12.09,12.13,22.42,5.16,1.39,0.75,6.27,0.91,0.43,0.12,1270
39.95,12.91,10.31,22.23,5.38,1.17,0.48,5.38,1.27,0.35,0.11,1300
49.13,30.84,7.02,3.75,1.68,0.60,0.86,3.86,0.83,0.71,0.38,1340
42.31,24.88,6.90,7.91,8.73,0.81,0.62,5.20,0.96,0.67,0.40,1310
51.12,24.82,6.83,6.19,2.38,0.70,0.60,4.80,0.92,0.50,0.42,1330
39.00,15.60,21.40,8.80,8.30,0.22,0.85,4.97,0.91,0.11,0.35,1230
41.66,12.17,12.98,20.06,4.92,1.22,0.50,5.10,0.67,0.41,0.11,1250
52.08,28.24,6.52,3.67,1.66,0.47,0.87,4.11,0.24,0.82,0.41,1340
39.87,12.59,12.28,22.73,5.16,1.57,0.41,4.12,0.56,0.44,0.11,1340
35.78,14.35,9.09,22.58,9.90,3.41,0.86,2.33,0.71,0.35,0.16,1290
50.07,28.26,6.84,3.59,1.85,0.51,0.83,5.65,0.98,0.77,0.39,1340
50.61,25.33,7.25,6.47,2.77,0.71,0.73,4.16,0.94,0.39,0.35,1300
41.91,8.00,12.33,22.17,5.49,1.51,0.44,5.13,0.69,0.40,0.11,1330
40.32,12.52,11.64,22.07,7.97,1.58,0.53,5.44,0.89,0.50,0.12,1310
47.42,12.13,12.80,16.10,5.00,1.24,0.46,2.78,1.05,0.43,0.12,1250
38.20,27.02,8.74,11.48,2.52,0.74,0.50,9.19,0.78,0.24,0.41,1360
42.51,12.05,11.45,20.87,4.21,0.97,0.47,5.06,0.79,0.36,0.12,1360
40.41,12.45,12.48,22.34,4.64,1.24,0.30,3.94,0.62,0.96,0.08,1260
41.43,12.14,11.22,22.44,4.77,1.38,0.45,4.37,0.63,0.67,0.11,1310
44.15,29.00,7.80,7.00,2.57,0.70,0.52,6.11,0.81,0.70,0.30,1320
38.71,12.42,12.63,22.55,4.53,1.54,0.32,5.39,0.87,0.54,0.12,1250
38.77,12.56,11.86,22.80,5.02,1.55,0.64,5.31,0.57,0.38,0.11,1320
39.00,15.00,14.40,10.53,8.58,0.25,1.22,9.73,0.75,0.17,0.35,1220
51.95,25.54,6.12,6.16,2.53,0.77,0.84,3.76,1.04,0.39,0.37,1330
36.70,12.16,12.44,22.37,4.57,1.51,0.30,8.51,0.49,0.48,0.12,1310
37.92,12.26,12.26,22.60,4.66,1.53,0.52,6.47,0.60,0.59,0.12,1300
47.77,12.84,11.64,15.98,2.21,1.53,1.06,5.29,0.63,0.81,0.09,1250
46.78,24.52,9.36,7.30,4.00,0.92,0.46,4.88,0.98,0.45,0.32,1320
58.56,17.86,6.45,5.85,2.18,1.20,0.58,5.77,0.81,0.60,0.30,1400
37.92,12.97,12.72,22.43,5.95,1.55,0.37,4.80,0.67,0.37,0.09,1360
37.74,11.96,12.39,22.13,5.99,1.52,0.53,0.58,0.65,0.37,0.11,1280
51.12,24.19,9.25,6.25,2.58,0.42,0.69,3.66,0.84,0.36,0.45,1280
38.29,12.02,12.33,22.81,5.32,1.58,0.28,5.32,0.70,0.88,0.10,1300
40.30,11.89,12.36,19.55,5.42,1.51,0.36,6.64,0.91,0.41,0.12,1260
39.16,12.33,12.53,21.47,4.57,1.52,0.57,5.97,0.72,0.95,0.12,1280
43.78,21.62,11.80,12.56,2.14,0.56,0.40,4.65,1.02,0.40,0.39,1420
39.16,12.33,12.53,21.47,4.57,1.52,0.57,5.97,0.72,0.95,0.11,1280
38.83,12.70,11.65,22.95,4.58,1.57,0.38,5.65,0.89,0.31,0.11,1320
52.68,27.54,8.45,5.61,1.99,0.40,0.57,1.01,0.90,0.30,0.32,1440
42.29,12.35,10.33,22.91,4.33,1.52,0.34,3.66,0.89,0.94,0.10,1270
38.83,12.08,12.57,22.31,5.18,1.59,0.36,4.97,0.81,0.69,0.09,1300
52.00,26.10,4.65,4.58,2.70,0.94,0.45,6.86,0.72,0.67,0.45,1360
40.65,12.06,12.23,22.34,4.58,1.59,0.30,4.39,1.05,0.39,0.09,1300
43.04,12.94,10.73,20.65,4.02,1.57,0.40,4.35,0.89,0.98,0.09,1260
52.50,26.99,6.17,5.84,2.01,0.51,0.61,3.54,1.02,0.38,0.35,1460
40.28,25.86,11.34,9.56,2.95,1.09,0.72,5.97,0.98,0.56,0.40,1300
49.20,25.74,5.34,6.71,3.06,0.90,0.48,6.19,0.77,0.61,0.33,1340
51.36,26.55,6.67,5.98,2.22,0.46,0.69,3.79,0.98,0.48,0.30,1360
41.08,12.25,12.45,22.27,3.86,0.62,0.60,4.82,0.75,0.41,0.11,1260
42.94,12.13,11.10,22.42,3.60,0.61,0.90,4.35,0.69,0.41,0.11,1260
51.70,25.26,7.40,4.76,1.67,0.34,0.35,6.38,0.73,0.48,0.33,1420
41.89,12.46,11.70,22.80,3.30,0.56,0.56,4.62,0.77,0.42,0.11,1260
38.06,12.21,11.59,22.10,5.65,1.58,0.49,6.45,0.64,0.76,0.10,1230
52.10,25.22,6.77,6.38,2.42,0.49,0.63,4.12,0.88,0.35,0.30,1460
37.45,12.50,11.89,24.86,4.17,0.66,0.41,6.27,0.69,0.47,0.16,1230
37.60,12.45,10.77,22.92,5.17,1.21,0.32,7.38,0.83,0.86,0.14,1240
49.20,27.07,7.43,6.10,2.41,0.52,1.42,3.92,0.96,0.34,0.35,1480
35.88,12.93,12.31,22.76,5.56,1.18,0.33,7.18,0.96,0.40,0.15,1290
52.10,25.22,6.77,6.38,2.42,0.49,0.63,4.12,0.88,0.35,0.30,1460
45.04,26.01,7.03,7.47,3.35,0.90,0.52,7.05,0.89,0.58,0.36,1400
42.50,12.69,12.40,20.79,3.64,0.59,0.52,4.54,0.73,0.42,0.12,1260
48.73,22.80,8.32,7.60,2.20,1.43,0.52,6.88,0.81,0.14,0.58,1440
44.16,12.13,11.71,20.52,3.92,0.62,0.48,4.45,0.63,0.41,0.12,1310
36.74,12.72,11.75,22.73,5.54,1.38,0.38,7.28,0.73,0.38,0.15,1330
43.60,25.63,6.94,9.95,3.51,0.58,0.35,7.78,0.82,0.47,0.40,1400
48.80,26.86,7.08,6.16,2.72,0.51,0.81,4.80,1.12,0.44,0.30,1450
37.55,12.22,11.71,23.07,5.33,0.99,0.67,6.75,0.78,0.37,0.14,1280
37.77,12.10,11.69,23.35,5.38,0.86,0.55,6.91,0.69,0.27,0.14,1270
37.94,12.21,11.95,22.88,5.34,0.96,0.51,6.44,0.77,0.30,0.12,1310
49.20,25.70,5.48,6.26,0.61,0.39,0.19,7.67,1.48,0.56,0.59,1360
39.84,12.72,10.60,23.20,4.47,1.56,0.08,5.43,0.85,0.39,0.12,1240
46.30,25.48,5.82,8.40,4.08,0.96,0.44,6.63,0.50,0.42,0.48,1320
38.58,12.18,12.29,23.42,5.33,1.51,0.41,4.04,0.85,0.76,0.12,1350
43.67,25.96,6.20,7.62,3.96,0.89,0.74,8.19,0.96,0.47,0.43,1320
41.99,10.24,12.45,23.96,3.37,1.52,0.32,0.21,0.72,0.58,0.12,1300
38.20,12.61,11.27,22.83,5.67,1.53,0.57,5.48,0.89,0.55,0.09,1310
46.40,25.84,8.22,8.50,2.48,1.40,0.50,5.36,0.82,0.40,0.54,1400
41.18,10.90,10.73,23.51,5.04,1.54,0.34,5.10,0.59,0.43,0.10,1340
48.23,26.10,5.13,8.58,3.00,0.83,0.49,5.79,0.72,0.43,0.29,1340
38.21,12.46,12.97,21.49,4.79,1.56,0.85,5.70,0.95,0.51,0.12,1330
46.10,26.41,5.49,9.22,3.67,0.87,0.50,6.05,0.66,0.49,0.31,1320
39.37,11.39,12.01,22.58,5.74,1.50,0.32,5.39,0.79,0.38,0.10,1320
47.50,26.32,5.19,6.90,3.38,0.96,0.44,7.21,0.76,0.31,0.36,1320
39.20,12.66,10.83,23.82,4.60,1.55,0.38,4.74,1.01,0.66,0.11,1270
40.71,12.53,10.55,23.06,4.51,1.55,0.25,4.44,1.33,0.56,0.10,1260
50.82,27.17,4.65,5.45,2.34,1.89,0.94,4.84,0.80,0.41,0.28,1290
43.78,12.38,10.88,20.06,4.89,1.53,0.40,3.75,0.90,0.80,0.07,1310
37.32,12.48,11.23,23.87,5.01,1.55,0.29,6.22,0.91,0.54,0.12,1270
53.55,26.28,5.50,4.55,1.57,0.48,0.89,5.28,0.81,0.36,0.37,1380
36.97,12.75,12.47,23.16,5.64,1.16,0.25,5.85,0.65,0.44,0.10,1320
44.59,25.89,4.32,10.28,5.47,0.59,0.42,6.95,0.66,0.33,0.38,1300
41.98,11.40,11.78,23.40,4.44,1.57,0.32,3.34,0.68,0.62,0.12,1230
41.07,12.47,11.79,22.29,4.74,1.41,0.29,4.24,0.84,0.35,0.08,1310
40.32,12.04,10.40,23.07,4.33,1.44,0.37,6.21,0.92,0.32,0.13,1270
40.53,12.50,12.58,23.43,4.25,1.58,0.48,2.49,0.87,0.86,0.09,1270
38.11,12.25,12.23,23.52,5.31,1.51,0.34,4.19,0.95,0.91,0.18,1250
49.00,24.33,5.66,8.30,3.06,0.93,0.45,6.36,0.72,0.65,0.35,1360
43.37,17.35,9.81,14.97,5.94,1.04,0.82,4.44,0.78,0.32,0.13,1240
49.98,26.75,5.75,4.40,3.52,0.96,0.44,5.86,0.78,0.48,0.33,1340
38.52,10.52,12.38,23.41,4.72,1.58,0.29,6.74,0.81,0.57,0.11,1290
44.30,24.75,3.88,10.61,5.51,1.99,2.34,4.91,0.79,0.43,0.30,1290
39.62,12.01,12.10,23.35,5.55,1.52,0.28,3.27,0.77,0.85,0.19,1270
37.30,12.71,12.71,21.55,4.88,1.50,0.50,6.73,0.71,0.83,0.12,1250
48.90,27.88,4.75,4.50,2.64,0.97,0.36,7.22,1.06,0.64,0.31,1360
37.61,12.87,12.15,23.03,4.99,1.53,0.36,5.22,0.93,0.83,0.11,1240
49.50,28.54,3.68,7.65,2.72,0.80,0.42,4.85,0.80,0.74,0.31,1320
38.28,12.73,12.60,23.80,4.59,1.55,0.28,3.97,0.83,0.82,0.12,1250
43.64,27.04,6.44,10.35,3.32,0.88,0.44,7.17,0.86,0.40,0.48,1320
40.00,12.59,12.37,22.98,3.10,1.56,0.36,4.83,0.93,0.72,0.10,1260
37.46,12.06,12.34,23.43,4.97,1.53,0.34,6.29,0.83,0.27,0.12,1230
57.60,23.47,6.45,4.32,1.81,0.42,0.54,3.67,0.74,0.51,0.67,1380
40.02,12.53,11.91,23.19,2.75,1.60,0.48,5.92,0.68,0.36,0.10,1230
40.87,12.86,12.85,19.49,5.48,0.22,0.48,5.78,0.97,0.42,0.11,1280
37.71,12.52,12.39,23.11,5.02,1.53,0.37,5.61,0.83,0.41,0.12,1230
49.60,26.61,6.29,4.35,2.50,0.95,0.34,6.81,0.98,0.57,0.48,1320
38.02,12.01,12.39,22.99,5.50,1.52,0.46,5.35,0.83,0.32,0.12,1240
50.90,25.26,6.97,6.10,1.38,0.68,0.41,6.06,0.82,0.41,0.46,1360
36.95,12.79,12.79,23.32,5.09,1.56,0.35,5.36,0.79,0.46,0.12,1250
47.00,29.00,6.43,6.33,2.50,1.02,0.26,5.33,0.60,0.34,0.45,1360
38.02,11.20,12.54,23.37,5.65,1.58,0.27,5.69,0.64,0.55,0.15,1240
44.60,27.37,10.32,7.12,1.38,0.18,0.46,6.66,0.94,0.29,0.46,1390
49.03,15.57,10.94,11.92,5.49,0.80,1.00,3.49,0.72,0.31,0.12,1270
44.60,29.22,6.27,5.30,3.68,0.95,0.32,7.36,1.08,0.33,0.35,1340
54.12176,32.31045,3.116746,1.455168,1.301687,0.136148,2.541706,1.1162484,0.817369,1.180174,0.5,1537.777778
64.8,26.1,4.3,0.6,0.5,0.6,1.2,0.1,1.6,0.2,0.44,1450
36.2,19.2,18.6,10.7,3.2,0.8,0.9,8.9,1.2,0.3,0.34,1301
63.4,26.2,5.9,1.2,0.6,0.1,0.7,0.1,1.7,0.1,0.46,1450
65.25,20.3,8.23,1.7,1.19,0.15,1.58,0.2,1.13,0.27,0,1450
61.6,20.8,7.2,3.4,2.6,0.4,1.1,1.3,1.4,0.2,0.6,1435
35.6,16.42,18.89,15.7,7.97,0.03,0.95,3.27,1.04,0.15,0.3,1281
27.41,9.69,28.57,22.42,5.14,0.22,0.25,5.24,0.54,0.21,0.12,1260
36.19,14.55,15.18,14.48,8.59,0.51,1.18,7.63,0.76,0.28,0.13,1180
49.76,18.83,11.4,5.17,2.74,1.31,1.7,6.76,0.79,0.28,0.42,1260
51.5,27.8,6.53,2.79,1.56,1.6,0.54,5.2,0.82,0.26,0.94,1500
49.24,26.02,6.32,4.9,2.31,3.87,1.52,2.98,1.22,0.52,0.44,1320
55.35,19.27,12.57,3.62,1.38,1.09,0.91,3.69,1.07,0.67,0.88,1500
42.4,18.4,11.5,8.81,3.44,1.99,1.37,10.51,0.78,0.38,1.2,1210
36,17.29,13,16,4,2,1.3,6,1.8,0.2,0.48,1250
55.42,22.16,7.2,5.53,1.23,0.81,1.07,4.2,1.73,0.342,0.73,1430
54.76,19.34,8.4,6.69,2.08,0.87,0.86,4.72,1.64,0.338,0.71,1395
52.66,20.05,7.19,6.4,2.91,1.25,0.99,6.55,1.37,0.346,0.64,1406
53.98,19.52,8.79,6.69,1.87,0.92,1.06,4.88,1.62,0.336,0.74,1390
51.46,20.43,9.17,8.13,2.49,1.2,1.11,3.9,1.43,0.356,0.7,1400
56.93,17.89,6.76,6.37,1.86,1.11,1.06,6.02,1.32,0.344,0.75,1355
47.95,22.71,8.79,6.95,3.1,1.13,0.96,5.9,1.52,0.471,0.77,1415
48.19,22.69,8.82,7.27,2.91,1.06,1.02,5.79,1.44,0.443,0.71,1395
47.05,22.8,9.54,7.2,3.09,0.96,1.1,6.12,1.4,0.466,0.86,1385
46.24,23.32,9.54,7.49,2.88,1.09,1.13,5.88,1.58,0.451,0.77,1385
23.16,9.62,14.88,25.82,6.92,0.50,0.73,17.02,0.77,0.34,0.50,1270.00
32.24,16.04,17.97,14.85,5.78,0.85,0.69,4.44,0.64,0.18,0.16,1250.00
24.57,12.38,12.36,15.64,14.52,0.51,0.76,18.08,0.43,0.09,0.56,1280.00
30.69,6.68,19.32,18.27,12.94,1.33,0.39,8.02,0.33,0.07,0.19,1280.00
24.76,11.03,14.22,23.31,14.09,0.53,0.62,8.12,0.97,0.15,0.13,1300.00
31.98,12.67,14.56,13.86,12.53,0.51,0.63,10.59,0.84,0.16,0.30,1250.00
36.54,12.01,19.50,12.22,8.62,0.46,0.67,7.36,0.63,0.11,0.23,1290.00
39.03,19.27,14.87,6.77,5.22,0.29,1.07,10.95,0.68,0.16,0.60,1202.00
28.08,8.01,32.68,17.52,6.32,0.18,0.32,5.72,0.43,0.30,0.13,1230.00
37.78,15.75,17.11,14.33,5.05,0.71,0.82,6.10,1.45,0.53,0.12,1220.00
40.11,25.89,6.22,14.97,1.69,0.35,0.23,7.69,0.89,0.05,0.47,1364.00
27.10,5.37,22.77,30.19,11.94,0.40,0.25,0.25,0.35,0.41,0.44,1297.00
34.76,7.12,7.43,30.44,14.58,0.45,0.20,0.25,0.68,0.02,0.29,1220.00
39.54,10.08,19.82,15.93,5.48,0.27,0.48,7.26,0.64,0.18,0.20,1157.00
32.70,8.90,17.50,20.90,5.20,0.35,0.72,13.20,0.13,0.16,0.21,1240.00
35.39,12.52,14.89,18.96,8.96,0.52,0.87,6.50,0.58,0.15,0.16,1240.00
35.39,12.78,14.34,13.48,2.43,1.03,0.62,18.28,1.12,0.14,0.24,1129.00
35.00,17.10,18.00,15.10,3.04,0.33,0.76,0.30,0.37,9.24,0.31,1250.00
27.64,9.64,25.63,23.40,6.59,0.43,0.40,5.07,0.83,0.13,0.15,1241.00
19.90,10.60,25.50,20.70,8.70,0.19,0.57,12.20,0.50,0.53,0.47,1270.00
39.03,19.27,14.87,6.77,5.22,0.29,1.07,10.95,0.68,0.16,0.60,1240.00
25.21,8.18,18.23,24.44,6.39,1.03,0.61,11.27,0.38,0.21,0.31,1264.00
25.21,8.18,18.23,24.44,6.39,1.03,0.61,11.27,0.38,0.21,0.31,1264.00
39.23,18.07,17.40,6.66,2.79,1.58,1.24,9.53,0.59,0.96,0.35,1201.00
46.80,10.40,8.40,12.20,11.30,0.49,1.31,8.40,0.35,0.24,0.34,1190.00
28.33,10.07,17.37,19.41,7.57,1.44,0.81,11.73,0.49,0.42,0.32,1210.00
44.54,18.01,15.82,7.74,4.35,0.54,1.12,5.73,1.62,0.28,0.00,1339.00
35.00,17.10,18.00,15.10,3.04,0.33,0.76,9.24,0.37,0.30,0.29,1250.00
27.14,10.68,16.55,23.23,12.31,0.38,0.89,7.01,0.48,0.18,0.14,1280
25.62,11.19,17.82,24.18,11.54,0.52,0.92,6.10,0.44,0.18,0.13,1280
46.27,15.48,9.19,9.66,3.48,2.07,1.74,10.94,0.31,0.38,0.77,1270
43.87,20.14,11.59,5.63,3.86,1.97,1.20,9.14,0.82,0.29,1.07,1250
24.60,11.27,17.75,23.89,12.83,0.36,0.93,6.60,0.43,0.18,0.14,1270
43.76,18.39,12.05,8.65,3.01,1.86,0.92,8.93,0.82,0.55,0.79,1270
44.96,20.89,10.06,6.00,3.94,2.32,1.61,8.76,0.80,0.23,0.89,1230
26.92,11.76,16.68,23.76,11.14,0.22,0.86,6.63,0.57,0.19,0.14,1270
40.47,16.78,12.46,11.68,3.44,2.11,1.30,9.66,0.48,0.53,0.76,1260
48.85,22.08,10.29,4.86,3.48,1.13,1.84,6.03,0.85,0.37,0.86,1240
25.43,11.54,17.24,23.82,11.67,0.60,1.09,6.57,0.47,0.16,0.13,1280
26.31,11.30,17.54,23.83,12.04,0.24,1.02,6.05,0.55,0.16,0.12,1290
43.66,19.82,10.12,8.05,3.73,1.75,1.41,9.72,0.79,0.54,0.75,1270
47.61,20.73,10.37,5.13,3.28,1.54,1.69,7.15,0.85,0.31,0.92,1250
28.79,13.42,18.88,20.11,9.86,0.20,0.95,6.41,0.56,0.17,0.14,1260
47.39,21.09,10.09,5.67,3.17,1.59,1.70,6.22,0.90,0.31,1.03,1190
46.16,20.09,10.79,5.74,3.37,2.38,1.54,7.03,0.78,0.24,0.90,1210
45.35,20.28,10.95,5.44,3.50,1.59,1.87,8.39,0.83,0.28,1.00,1260
47.06,20.15,10.78,5.04,3.24,1.29,1.48,8.81,0.78,0.28,0.95,1200
25.63,12.54,16.83,24.37,11.79,0.46,0.91,5.46,0.55,0.16,0.12,1290
35.29,20.34,12.11,9.08,4.68,2.00,1.32,12.84,0.77,0.45,0.78,1260
47.56,20.05,10.65,4.65,3.24,1.68,1.53,8.45,0.81,0.28,0.67,1220
48.67,19.99,10.26,5.17,3.29,1.90,1.75,7.52,0.83,0.26,0.83,1190
41.07,25.73,4.70,9.77,2.60,1.98,0.33,11.38,1.11,0.41,0.64,1403
44.75,24.57,7.95,9.22,2.47,0.87,0.65,6.95,1.42,0.858,0.58,1425
44.44,25.4,7.95,8.93,2.88,0.91,0.59,6.33,1.34,0.843,0.56,1455
41.80,22.35,16.42,7.57,2.21,0.55,1.12,6.00,1.52,0.20,0.10,1244
33.21,10.62,27.31,15.39,6.36,0.19,0.32,5.38,0.43,0.33,0.15,1210
41.25,18.59,9.36,10.76,4.72,2.12,1.23,10.29,0.59,0.54,0.75,1260
47.87,22.67,10.64,4.96,2.05,0.97,1.77,6.02,0.81,0.38,0.82,1250
36.64,13.7,16.05,15.86,7.37,0.45,0.96,7.21,0.77,0.31,0.19,1220
36.54,14.6,15.05,16.23,7.37,0.48,0.96,7.05,0.77,0.24,0.16,1210
33.87,11.02,18.05,18.99,8.5,0.57,0.79,6.67,0.51,0.29,0.16,1220
34.74,13.26,16.79,17.93,8.29,0.54,0.83,5.93,0.63,0.36,0.18,1230
33.26,16.06,19.05,14.15,5.12,0.9,0.81,8.55,1.1,0.23,0.14,1230
34.22,16.53,19.25,13.55,5.02,0.88,0.77,7.58,1.19,0.21,0.14,1170
35.17,10.95,17.62,18.54,8.98,0.59,0.9,5.53,0.65,0.29,0.16,1310
34.81,13.44,16.86,17.66,8.14,0.52,0.87,5.98,0.68,0.32,0.18,1220
34.65,11.83,16.61,17.54,9.37,0.48,0.88,6.87,0.72,0.29,0.17,1240
33.65,12.35,17.6,18.53,9.32,0.34,0.77,5.68,0.71,0.33,0.18,1230
34.54,11.94,17.21,18.5,8.09,0.49,0.8,6.69,0.74,0.27,0.17,1210
35.6,18.3,10.1,15.2,4.33,3.83,1.21,10.22,0.55,0.28,0.38,1140
33.22,14.23,26.07,12.39,2.35,0.29,0.73,8.32,0.7,0.6,0.13,1130
34.41,11.35,15.36,19.58,9.17,0.55,0.92,6.83,0.73,0.32,0.17,1240
51.02,20.35,16.48,2.75,1.49,0.03,1.44,3.65,1.06,1.12,1.96,1300
34.35,12.38,16.75,18.96,8.86,0.44,0.8,5.96,0.68,0.2,0.17,1210
34.66,12.16,17.43,18.06,8.02,0.42,0.76,6.65,0.7,0.33,0.17,1230
49.6,19.44,10.87,5.73,2.44,1.46,1.37,6.5,0.75,0.31,0.58,1260
33.74,10.87,17.06,18.44,9.01,0.55,0.75,7.75,0.72,0.3,0.18,1230
33.7,12.92,16.05,17.32,9.13,0.53,0.97,7.52,0.68,0.34,0.19,1230
46.14,19.97,12.77,6.09,1.97,1.95,1.34,7.44,0.73,0.36,0.73,1250
50.29,21.42,10.57,4.88,2.13,1.52,1.44,5.52,0.84,0.34,0.77,1360
47.71,22.42,9.35,6.45,2.16,1.91,1.65,5.6,0.75,0.31,0.69,1280
46.35,18.76,11.57,6.28,3.87,2.2,1.89,6.15,1.1,0.26,0.63,1290
49.91,19.71,11.67,4.21,1.87,2.21,1.52,6.37,0.65,0.3,0.72,1300
55.89,20.71,8.7,3.22,2.23,1.26,1.85,4.92,0.69,0.26,0.66,1330
49.58,20.75,9.89,5.07,2.23,2.13,1.63,5.49,0.98,0.3,0.76,1360
50.67,18.89,12.95,4.84,1.13,1.39,1.31,6.2,0.56,0.27,0.79,1290
39.78,24.51,10.19,9.32,3.52,5.61,1.12,3.72,0.72,0.42,0.18,1220
50.36,19.56,8.3,4.91,4.04,1.96,1.46,6.95,0.8,0.25,0.78,1300
52.17,19.73,9.47,5.28,1.13,2.21,1.7,5.76,0.94,0.37,0.59,1280
50.59,19.7,10.64,5.25,1.66,2.2,1.76,6.13,0.83,0.24,0.82,1290
65.8,20.1,6,2.53,1.27,0.33,1.39,0.8,1,0.68,0.51,1370
42.1,24.49,10.74,9.24,2.98,3.35,1.43,3.19,1.1,0.37,0.16,1200
48.94,20.57,10.21,6.07,1.72,1.7,1.79,6.2,0.92,0.35,0.61,1260
54.4,23.26,7.52,4.9,1.47,1.34,2.15,2.75,1.03,0.52,0.48,1500
34.13,11.67,17.64,18.83,8.66,0.58,0.93,5.8,0.71,0.3,0.13,1250
34.21,12.73,16.09,18.46,8.97,0.48,0.91,6.09,0.74,0.27,0.16,1250
33.93,12.5,17.55,18.62,8.54,0.52,0.86,5.77,0.75,0.24,0.14,1270
52.61,22.37,8.39,5.64,3.49,0.73,1.56,3.79,0.88,0.29,0.58,1290
36.18,12.69,15.99,18.1,8.73,0.61,0.84,5.18,0.69,0.25,0.16,1260
34.45,10.77,17.53,20.39,9.23,0.49,0.92,4.53,0.75,0.27,0.13,1220
43.84,18.5,13.21,11.42,3,3.39,1.07,3.12,0.98,0.42,0.14,1190
48.3,19.75,9.79,5.96,3.95,2.2,1.23,6.39,0.78,0.22,0.63,1250
35.8,12.58,16.66,17.83,8.76,0.56,0.86,5.08,0.68,0.31,0.13,1250
34.15,11.04,17.7,19.5,8.78,0.45,0.87,5.743,0.75,0.29,0.13,1270
36.62,12.49,13.41,19.74,9.67,0.46,0.81,4.89,0.73,0.32,0.13,1300
53.81,20.59,9.8,4.45,0.66,1.76,1.85,5.11,0.68,0.3,0.64,1290
48.24,15.11,9.7,9.09,2.39,3.79,0.98,9.14,0.58,0.33,0.81,1190
35.87,11.83,16.27,19.64,8.91,0.41,0.8,4.46,0.74,0.26,0.81,1330
27.3,10.78,15.1,23.27,12.68,1.07,0.75,6.97,0.54,0.31,0.14,1280
50.89,23.52,11.5,4.1,1.59,1.16,1.73,3.29,0.9,0.47,0.48,1410
33.3,12.6,15.8,21,10.1,0.5,0.56,5.2,0.42,0.217,0.27,1280
52.04,19,11.77,5.98,0.75,1,1.84,6.15,0.75,0.33,0.77,1310
34.83,11.85,16.54,19.26,9.36,0.47,0.91,5.03,0.72,0.26,0.14,1310
41.37,17.63,9.83,9.87,2.46,3.48,1.07,12.82,0.65,0.29,0.7,1220
46.9,24.24,7.09,6.02,1.66,3.9,0.68,7.24,0.91,0.351,0.43,1340
36.4,21.1,9.6,12.53,3.48,4.98,1.26,8.72,0.97,0.53,0.48,1250
33.4,11.56,18.72,19.8,8.38,0.55,0.8,5.09,0.77,0.25,0.14,1310
31.9,12.4,16.5,22.1,8.6,0.5,0.88,6,0.7,0.213,0.29,1200
51.7,24.75,9.79,3.17,2,1.31,1.8,3.48,0.91,0.48,0.48,1460
34.15,11.26,17.77,18.59,9.25,0.64,0.81,5.71,0.75,0.26,0.1,1310
34.86,11.07,17.67,19.19,8.1,0.54,0.97,5.85,0.73,0.3,0.14,1300
40.95,20.3,14.16,8.78,3.63,3.46,1.05,5.89,0.95,0.31,0.94,1190
41.87,20.3,10.64,10.2,3.69,4.14,1.11,6.21,0.74,0.39,0.7,1190
35.71,11.86,16.57,18.79,8.29,0.38,0.76,5.76,0.72,0.27,0.14,1320
29.46,25.74,8.82,18.04,3.97,1.46,1.03,9.7,0.57,0.37,0.82,1220
34.36,16.16,11.96,8.63,5.1,5.84,1.52,14.23,0.71,0.39,0.88,1130
30.16,12.57,21.81,21.14,3.64,0.49,0.6,0.04,0.5,8.03,0.12,1240
26.95,11.59,25.61,10.16,5.86,1.13,0.83,15.34,0.8,0.26,1.2,1240
51.65,20.85,8.22,5.63,2.07,1.98,1.78,4.18,1.48,0.32,0.53,1260
34.56,14.87,11.06,20.37,5.6,0.92,0.68,9.82,0.69,0.39,0.25,1250
50.59,21.74,8.2,5.47,2.43,1.58,1.86,5.3,0.97,0.24,0.71,1310
49.32,20.93,8.81,6.55,2.6,1.8,1.98,5.59,0.94,0.31,0.66,1270
38.3,16.01,21.46,14.33,6.33,0.2,0.64,0.25,0.54,0.6,0.15,1190
51.29,21.16,6.87,6.36,2.71,2.75,2.2,4.09,0.73,0.35,0.34,1290
51.8,21.08,7.61,5.24,2.55,1.81,2.26,5.06,1.23,0.46,0.63,1320
49.96,13.33,10.28,8.74,2.5,4.19,0.88,8.55,0.81,0.21,0.78,1200
